anio,potencia_hp,cilindrada_cm3,peso_kg,puertas,airbags,tipo_combustible,largo_mm,ancho_mm,alto_mm,traccion,transmision_automatica,torque_nm,seguridad_esp_abs,consumo_litros_100km,emisiones_co2_g_km,cero_a_cien_seg,capacidad_baul_litros,rango_precio
2008,152,2283,1770,5,2,0,4553,1600,1429,0,0,218,1,6.0,154,12.58,459,1
2016,111,1615,1596,4,6,0,4378,1702,1335,0,1,173,1,6.42,153,13.8,329,1
2015,115,1971,1086,5,9,0,4333,1803,1366,0,0,286,1,3.5,75,11.19,412,1
2014,171,1476,1522,3,5,0,4279,1600,1376,2,1,191,1,5.9,110,11.63,349,2
2021,138,2622,1090,2,3,0,4462,1713,1521,0,1,228,1,4.21,75,11.34,376,3
2010,210,1362,1028,4,2,1,4354,1626,1547,0,0,100,1,3.5,99,10.35,323,1
2024,121,1631,1460,2,9,0,3943,1761,1581,1,1,207,1,4.27,83,11.6,363,2
2011,180,1854,1531,4,5,1,4882,1937,1323,0,0,154,1,4.76,115,12.14,440,3
2015,144,1254,1626,4,2,1,4427,1763,1341,0,1,161,1,3.55,75,12.53,352,2
2015,172,1965,1524,5,8,0,4280,1771,1335,1,0,365,1,6.18,116,12.3,344,2
2021,122,2606,1533,5,8,0,4161,1847,1553,1,0,235,0,6.7,148,11.13,430,2
2013,138,1555,1154,5,7,0,4731,1782,1483,2,0,294,1,3.5,75,11.97,446,2
2010,135,1998,1374,5,2,1,4110,1763,1456,2,1,271,1,4.8,111,13.03,270,1
2005,107,800,1023,3,2,0,4540,1854,1468,0,1,279,1,3.5,86,12.13,379,0
2012,166,1781,899,2,3,0,4325,1818,1445,1,1,208,1,3.5,75,10.92,330,3
2021,166,1643,1585,4,3,0,4342,1803,1360,0,0,316,1,6.24,110,12.5,377,3
2005,164,1391,1212,4,6,1,4169,1769,1491,2,0,271,0,3.5,75,12.02,503,1
2022,201,2341,1618,4,5,0,4314,1752,1435,0,0,222,1,6.53,99,11.94,408,3
2015,198,1637,1677,4,8,0,4503,1853,1354,0,0,236,1,5.83,123,12.14,575,3
2007,125,1711,1245,4,2,0,4571,1753,1496,0,0,212,1,4.33,95,12.78,401,0
2011,155,1611,1548,4,7,0,4264,1879,1416,0,1,223,1,5.47,102,12.79,361,0
2016,115,842,1235,4,9,1,4473,1696,1468,0,1,217,1,3.5,75,11.71,377,3
2011,141,1234,939,4,3,1,4767,1895,1440,1,0,243,1,3.5,75,11.75,399,2
2007,116,2281,1431,4,7,0,4001,1818,1521,0,0,324,0,5.13,103,12.2,400,0
2018,205,800,1282,5,6,0,4498,1703,1468,1,1,148,1,3.5,75,11.22,290,3
2018,155,1417,1290,4,2,1,4215,1821,1379,0,1,289,1,3.5,75,11.88,353,2
2007,131,1600,1894,5,4,0,4184,1728,1476,0,1,198,1,7.4,168,13.9,308,3
2010,188,2672,1019,5,8,0,4578,1783,1478,0,0,296,0,5.14,104,11.63,475,1
2009,60,2184,1496,3,8,0,4336,1741,1491,0,0,200,1,4.51,93,13.09,203,0
2018,60,1521,1151,4,4,0,4135,1769,1533,0,0,245,0,3.5,75,13.42,388,1
2019,172,2452,1627,4,2,1,4897,1855,1401,0,1,210,1,5.4,112,12.39,252,3
2019,142,1430,1475,4,3,0,4776,1821,1503,0,1,116,1,5.13,114,13.19,425,3
2023,150,2305,1495,2,8,0,3920,1690,1312,1,1,324,1,4.83,104,12.41,330,2
2020,87,1121,1164,5,6,1,4058,1695,1440,0,0,163,0,3.5,92,11.79,207,0
2011,139,2337,1209,5,5,0,4678,1802,1428,1,0,225,1,4.84,109,12.7,468,0
2007,220,1597,1632,2,2,1,4415,1807,1566,1,0,157,1,5.19,106,11.07,180,2
2017,173,1286,1843,4,8,0,4950,1726,1437,0,1,140,1,5.74,135,12.32,386,2
2023,147,1691,1520,3,5,0,4685,1907,1499,2,0,208,1,4.1,116,11.32,448,3
2024,122,1939,1176,5,6,0,4590,1845,1309,1,1,184,1,5.4,123,12.75,505,3
2009,124,1553,1485,4,8,0,4193,1730,1422,1,0,150,0,4.91,75,13.18,228,1
2009,60,2077,2007,3,6,0,4647,1722,1382,1,0,218,0,7.23,168,14.32,335,1
2005,150,1509,1426,5,9,0,4117,1762,1648,0,0,131,1,4.36,84,11.26,472,1
2007,174,2110,1765,4,6,1,4892,1753,1397,2,0,228,0,6.53,101,12.24,491,3
2016,77,2021,1215,4,4,1,4627,1880,1456,0,1,212,1,4.09,105,12.42,499,1
2015,114,1770,1389,4,9,0,4253,1859,1460,0,1,100,1,4.99,132,11.89,606,2
2012,94,1579,1555,4,7,0,4741,1783,1323,1,1,189,1,4.21,81,12.79,338,2
2011,101,1876,1499,4,8,0,5172,1834,1408,0,0,248,1,6.17,119,12.89,427,1
2021,142,2075,1208,4,3,0,4435,1846,1482,1,1,156,1,4.92,111,11.45,349,0
2014,60,2831,1198,4,7,0,4665,1785,1457,0,0,251,1,6.07,117,12.65,206,2
2021,165,2270,1647,5,6,1,4370,1812,1266,0,1,246,1,5.06,104,11.35,368,3
2024,170,2288,1698,4,2,1,4526,1828,1405,2,1,159,1,5.05,95,13.46,201,3
2011,130,3344,1778,5,4,0,4048,1819,1532,0,0,219,1,7.45,155,12.56,325,1
2009,60,2058,1851,4,9,1,4500,1718,1497,0,0,269,1,7.61,129,14.3,248,0
2024,100,2042,1434,5,6,0,4513,1726,1547,1,0,167,1,4.44,109,12.58,420,3
2017,189,2152,1322,4,8,0,5040,1757,1371,1,0,208,1,3.91,100,11.42,320,3
2010,60,1296,1738,5,3,0,3961,1723,1552,1,1,289,1,5.16,112,13.18,209,0
2017,126,1578,1578,4,3,0,4416,1662,1446,0,1,169,0,4.63,101,12.29,455,0
2015,93,1547,1154,2,9,0,4886,1834,1577,2,0,248,0,4.82,115,11.55,335,2
2023,172,2124,1142,3,5,1,4427,1808,1450,1,0,155,1,3.5,75,11.04,340,3
2010,113,1713,1523,2,9,0,4449,1673,1286,1,1,210,0,4.78,130,13.59,288,0
2024,156,1869,1356,5,8,0,4250,1761,1518,0,0,247,1,4.62,83,11.9,479,2
2023,163,2344,1393,5,4,0,4220,1765,1415,0,0,100,1,6.1,150,11.09,398,1
2008,213,2232,1668,5,9,1,3952,1795,1420,0,1,188,0,6.02,124,11.93,314,1
2008,132,1719,1590,3,8,0,4311,1693,1334,0,0,246,1,6.79,127,12.35,202,1
2015,155,1465,1732,5,3,1,4203,1672,1580,0,0,234,1,4.94,135,12.19,600,2
2005,81,2368,917,5,2,1,4535,1822,1408,0,0,189,1,3.5,97,11.65,559,0
2010,188,2187,1463,4,3,0,4264,1657,1576,1,0,154,1,6.21,133,11.93,505,2
2013,110,997,1574,4,7,0,4356,1761,1416,0,1,258,1,3.5,82,12.5,313,0
2024,118,1643,1018,4,3,0,4364,1754,1376,0,1,201,1,3.5,75,11.51,331,1
2024,139,1883,1236,2,4,1,4486,1770,1556,0,1,253,0,4.1,82,12.49,417,1
2008,77,2189,1190,4,5,0,4341,1800,1444,2,1,243,1,4.94,92,12.84,297,1
2022,149,2255,1405,5,3,0,4181,1908,1445,0,0,193,1,5.83,106,12.59,286,1
2006,179,1942,1807,3,4,0,4526,1652,1347,0,0,284,1,5.75,158,13.13,509,3
2019,152,2093,1906,4,7,0,4820,1850,1413,2,1,184,0,7.52,165,12.27,382,0
2021,76,1832,1196,4,9,1,4539,1600,1484,1,0,291,1,3.78,80,12.45,279,0
2022,135,1463,1532,5,5,1,4317,1891,1346,0,1,299,1,3.82,75,12.24,462,1
2009,170,1669,1540,5,7,0,4463,1617,1407,1,0,283,1,5.43,123,11.12,326,2
2022,65,1809,1497,5,6,0,3885,1975,1416,2,0,209,1,5.17,90,12.54,191,2
2007,97,1783,1500,4,5,0,4458,1749,1455,0,1,373,1,4.64,91,12.76,277,1
2015,175,857,1476,4,6,1,4380,1883,1568,1,1,229,1,3.5,75,11.78,333,1
2014,151,1601,1822,4,9,0,4220,1867,1426,0,1,234,1,6.16,159,12.57,395,1
2011,156,1828,1676,4,2,1,4274,1745,1395,1,1,219,1,4.64,75,12.57,390,1
2005,214,1659,1135,2,6,0,4377,1751,1670,1,0,152,1,3.5,75,11.97,490,3
2020,159,1677,1599,4,2,0,4798,1713,1415,2,1,298,1,5.36,85,11.35,364,2
2011,166,2044,1623,5,9,1,4828,1843,1435,1,1,186,1,5.7,105,13.04,345,0
2018,248,1261,1479,4,6,0,4222,1746,1421,0,0,275,0,5.26,108,10.77,486,3
2013,131,986,1683,5,2,0,4345,1714,1428,0,1,290,1,5.32,133,12.63,464,2
2012,108,1626,1447,4,6,0,4352,1823,1456,2,0,256,1,5.51,118,11.19,358,1
2022,157,2182,1450,4,5,0,4743,1708,1524,0,0,178,1,5.91,123,12.27,411,2
2006,158,2644,1430,2,2,1,4544,1754,1482,0,1,200,1,5.27,115,11.2,338,0
2019,119,2191,895,2,9,1,4528,1789,1536,1,0,100,0,3.5,75,11.66,277,0
2019,99,1066,1380,4,5,1,4661,1729,1534,0,1,213,1,4.01,111,13.72,581,0
2012,232,1684,1233,4,2,0,4321,1741,1467,0,0,268,1,3.56,75,9.71,327,3
2010,153,1928,1103,3,6,0,4909,1903,1480,0,1,206,1,3.5,81,12.17,416,2
2005,111,1889,1759,3,5,1,4499,1764,1539,0,0,185,1,4.58,107,13.0,244,1
2023,177,2070,1526,4,7,0,4243,1751,1361,1,0,202,1,7.2,145,10.47,440,2
2023,136,1341,1393,5,3,1,4431,1766,1650,0,1,293,0,3.63,78,11.53,272,3
2009,130,1832,1259,5,8,0,4870,1816,1409,0,1,217,1,3.76,77,12.16,538,2
2005,162,2010,1474,4,5,0,4372,1697,1422,1,0,331,1,4.99,114,12.04,538,1
2007,88,2213,1648,3,5,0,4785,1814,1353,0,0,186,1,6.2,138,12.09,436,0
2006,154,1397,1193,3,8,0,4312,1800,1355,1,0,233,1,4.48,97,11.36,386,0
2021,217,1627,1399,2,6,0,4270,1637,1528,0,1,194,0,4.67,87,11.79,358,3
2022,159,800,1617,4,2,0,4698,1924,1632,0,1,344,1,3.5,97,13.03,383,1
2008,125,1489,916,2,6,1,4238,1897,1405,0,1,231,1,3.5,79,11.18,412,0
2019,120,1538,1386,4,7,0,4747,1716,1478,1,1,348,1,3.89,75,12.7,393,2
2008,124,1290,1293,5,4,0,4605,1690,1468,2,0,195,0,5.02,104,12.54,470,0
2012,130,1883,1367,4,3,0,4238,1798,1530,0,1,312,1,4.92,85,12.79,293,1
2016,125,1772,1275,5,2,1,4479,1666,1627,0,1,227,1,3.5,81,12.68,518,1
2019,177,800,1434,3,8,0,4335,1889,1572,0,1,270,1,4.33,95,11.91,341,3
2022,71,1908,1881,4,2,1,4605,1743,1431,0,1,147,1,5.65,118,13.95,314,2
2005,174,1336,1319,5,6,1,5066,1910,1492,0,0,241,0,3.5,75,11.51,426,3
2008,125,2043,1473,4,8,0,4389,1714,1500,2,1,156,1,6.06,128,12.09,416,1
2010,155,1159,1899,4,4,0,4660,1771,1448,1,1,235,1,6.31,154,13.71,227,0
2011,95,1815,1262,5,3,1,4507,1881,1362,0,1,129,0,4.68,112,11.57,337,0
2024,193,1658,1854,4,7,0,4507,1754,1386,0,0,214,1,6.32,155,11.89,184,2
2020,190,1952,1401,4,7,1,4450,1802,1542,0,0,286,0,3.83,75,11.3,319,3
2011,178,1862,1845,4,2,0,4243,1867,1550,0,1,253,1,4.96,106,12.94,320,2
2024,79,1672,1588,2,6,0,4601,1736,1433,0,1,146,1,5.12,117,13.72,408,1
2014,173,1032,1477,3,2,0,4413,1679,1471,2,0,106,0,4.57,90,12.57,307,3
2015,156,1061,1384,2,5,0,4229,1663,1546,0,0,250,0,4.05,75,11.74,325,1
2013,76,1508,1244,5,4,1,4804,1827,1314,0,1,315,1,3.5,75,12.25,503,0
2007,139,1796,1419,4,8,0,4530,1811,1414,0,1,162,1,5.64,149,12.18,566,2
2023,155,1496,1624,4,9,1,4432,1865,1611,0,0,346,1,3.5,75,12.0,298,2
2005,162,2113,1397,4,7,0,4902,1758,1474,2,0,220,1,5.95,132,11.96,480,2
2008,147,1660,1321,4,7,1,3949,1666,1360,1,0,102,0,5.19,106,11.04,402,1
2009,152,1317,1337,5,2,1,4882,1600,1459,1,0,126,1,3.5,75,11.54,229,1
2010,199,1661,1648,4,2,0,4236,2009,1532,1,0,266,0,5.91,124,12.68,307,2
2007,189,1913,1706,4,8,0,4563,1822,1246,0,0,228,1,6.1,149,12.05,180,3
2005,60,1962,1233,5,5,1,4324,1791,1464,1,1,309,1,4.38,92,12.21,406,0
2018,127,2739,1233,5,6,1,4223,1802,1420,1,0,148,0,4.43,85,11.54,277,3
2024,133,1466,1495,5,7,0,4894,1665,1319,0,0,227,1,4.07,90,10.85,397,1
2007,70,1763,1782,4,4,0,5057,1716,1457,0,1,220,1,5.43,99,13.79,622,2
2010,144,2013,1686,3,7,1,4434,1919,1439,1,0,211,1,6.49,144,13.43,523,0
2015,190,1788,1087,4,7,0,4601,1833,1448,2,1,197,0,4.2,84,10.28,313,2
2023,97,1550,1334,4,3,0,4517,1719,1422,0,0,198,1,4.78,96,11.43,289,3
2018,153,1025,1167,5,7,0,5019,1682,1368,2,1,230,0,3.56,84,11.21,505,3
2020,103,1545,1333,2,3,0,3866,1739,1334,2,1,238,0,4.97,103,13.08,275,2
2016,113,1263,1801,4,4,1,4613,1755,1395,2,0,235,0,3.92,78,14.07,471,0
2013,199,937,1044,5,8,0,4282,1944,1519,0,1,292,1,3.5,89,11.07,624,3
2008,118,1402,995,5,9,1,3793,1765,1469,0,1,148,0,3.5,75,10.9,427,0
2022,158,1276,1193,4,2,0,4392,1685,1444,1,0,111,0,4.48,105,11.28,483,1
2021,65,2092,1472,5,7,0,5054,1775,1367,0,1,281,1,7.27,181,14.34,486,1
2005,214,2101,1555,2,6,0,4303,1801,1420,0,0,163,1,6.19,158,11.16,326,1
2019,164,1348,1509,4,6,0,4737,1678,1509,1,0,197,1,4.03,115,11.93,410,1
2006,133,1670,1694,2,8,1,4860,1812,1490,0,1,183,1,4.07,78,13.04,302,0
2019,163,871,959,5,2,0,4496,1877,1412,0,0,182,1,3.5,75,9.83,497,3
2021,84,1553,1697,5,7,1,4536,1791,1241,2,0,133,1,3.84,89,13.78,281,0
2007,187,1999,1322,2,4,0,3985,1716,1396,0,0,186,1,3.5,87,11.71,432,1
2013,127,2212,1583,2,3,0,4285,1738,1411,2,1,259,1,5.28,104,11.55,477,0
2007,132,1443,1069,4,5,0,4772,1647,1377,0,0,220,1,4.26,100,10.56,339,2
2016,120,2326,1401,4,2,1,4518,1769,1417,0,0,250,1,4.56,131,11.58,315,0
2023,117,1042,1459,5,7,0,4610,1805,1515,0,1,190,0,3.77,84,13.06,368,0
2006,168,1176,1689,3,6,0,4540,1708,1447,0,1,274,1,4.02,100,12.01,300,1
2012,150,2155,1004,5,6,0,5158,1935,1529,0,0,189,1,4.9,131,11.25,410,2
2024,166,2636,1408,4,2,0,4371,1843,1329,1,1,100,1,5.8,171,11.81,294,3
2011,140,2047,1129,4,8,0,4982,1637,1426,2,0,239,1,4.34,99,11.42,312,1
2007,161,1780,1526,3,2,0,4540,1638,1295,0,1,266,1,3.64,94,12.52,427,3
2014,123,800,1594,5,4,1,5008,1701,1416,0,1,186,1,3.5,75,12.98,445,0
2015,229,800,1722,4,5,0,4133,1906,1366,1,0,292,1,5.11,113,11.48,347,2
2018,77,1865,1266,4,7,0,4555,1851,1553,0,1,169,1,4.35,90,12.9,235,0
2011,190,1621,1632,4,5,0,4382,1910,1483,0,1,260,1,5.59,91,12.21,485,1
2024,195,1247,1740,5,8,1,4542,1781,1531,0,0,325,1,4.75,78,11.81,341,2
2015,106,1833,989,5,9,0,4867,1763,1416,0,0,222,0,3.72,87,11.25,572,2
2010,229,1858,1553,5,8,0,4614,1680,1368,0,0,206,0,5.99,140,12.29,369,1
2024,180,2272,1640,4,2,1,4866,1808,1366,0,1,214,1,4.25,76,11.95,399,3
2023,179,1868,1335,5,8,0,4299,1764,1471,1,0,318,1,3.5,93,12.14,337,2
2014,141,2414,1097,4,3,0,4253,1761,1595,0,1,244,1,4.92,92,11.19,398,0
2005,131,1804,1636,5,9,0,4505,1909,1483,0,0,349,1,6.36,145,12.99,695,2
2016,132,1742,1100,4,9,0,4488,1770,1420,0,1,237,0,4.23,88,12.79,348,3
2016,156,2332,1355,4,2,1,4444,1886,1435,0,1,181,1,4.47,95,11.74,495,3
2007,196,1311,1390,5,2,1,4212,1653,1447,2,0,185,1,3.5,82,10.83,381,0
2017,147,3207,1579,5,7,1,4860,1995,1612,1,0,224,1,6.05,140,11.94,497,1
2021,104,1988,1243,4,3,1,4391,1750,1549,2,1,100,1,3.84,88,12.33,205,3
2007,173,1990,1229,4,9,1,4928,1837,1471,0,0,192,0,4.27,96,11.38,564,1
2019,177,2063,1425,5,6,0,4504,1849,1459,0,0,193,1,7.1,129,11.5,412,0
2007,166,2739,1652,5,6,0,4695,1740,1474,0,1,234,1,6.0,152,12.16,360,3
2019,170,2196,1972,5,8,0,4667,1846,1490,0,1,337,1,9.37,176,14.18,466,2
2013,129,997,1023,2,3,1,4253,1850,1417,0,1,223,1,3.5,75,11.48,388,2
2005,103,2502,1479,4,6,1,4610,1723,1382,0,1,105,1,5.55,110,12.45,278,0
2024,105,1630,1128,5,9,1,5078,1724,1533,0,1,165,0,3.5,77,12.59,180,1
2008,75,1854,1655,5,2,0,4575,1784,1452,0,1,236,1,6.07,125,14.02,546,1
2016,149,1160,1165,5,3,0,4770,1771,1526,0,0,226,1,4.21,91,12.19,366,1
2008,137,2063,1231,4,3,1,4708,1891,1582,0,1,317,1,3.99,102,13.07,331,3
2023,122,1474,1253,4,4,0,4592,1836,1492,0,1,278,1,4.57,83,12.35,335,0
2019,60,1850,1381,4,3,0,4556,1774,1479,2,1,276,1,4.33,95,12.97,513,1
2021,90,1658,1481,5,3,0,4664,1828,1706,0,1,207,1,3.5,75,11.84,342,3
2013,185,2763,1521,4,8,0,4729,1616,1467,0,0,286,1,6.69,161,11.06,441,1
2014,113,2791,1399,4,5,0,4094,1731,1363,0,1,166,0,5.84,116,12.67,340,1
2017,154,1823,1068,5,4,1,4574,1803,1428,0,0,278,1,3.5,75,10.38,269,3
2020,84,1832,1582,5,5,1,4445,1869,1574,1,0,203,1,4.1,75,12.0,462,1
2021,198,1613,1387,4,9,0,4383,1796,1346,0,0,133,0,4.72,122,11.24,476,2
2005,134,2353,1690,5,5,0,4889,1897,1390,2,1,256,1,5.87,130,13.34,327,1
2018,152,1636,1223,3,5,1,4280,1849,1539,2,0,304,0,3.52,75,11.27,374,2
2007,233,1589,999,3,9,0,4082,1741,1428,0,1,196,1,4.58,112,10.84,380,2
2010,201,2289,1391,4,2,0,4739,1769,1441,2,1,314,1,7.06,129,11.84,425,1
2021,128,1531,1724,2,5,0,4074,1813,1536,1,1,121,0,6.45,130,13.7,550,2
2010,116,1781,1440,5,7,0,3922,1744,1393,2,1,148,1,5.18,117,13.89,338,0
2020,127,1009,1350,5,6,0,4772,1903,1333,0,0,211,1,3.92,75,13.54,356,0
2014,160,2152,1182,2,8,1,4548,1691,1339,2,0,198,0,3.5,75,11.68,363,1
2009,136,2770,1839,5,9,0,4642,1805,1497,0,1,180,1,6.89,135,12.87,299,0
2011,124,2161,1143,4,4,0,4367,1839,1471,0,0,228,0,5.21,97,11.64,223,0
2015,199,2531,1219,5,8,0,4085,1755,1395,2,0,188,1,4.74,99,11.79,383,1
2020,135,1377,1543,5,3,1,4144,1737,1357,0,0,198,1,4.15,93,11.73,419,2
2017,232,1918,936,4,3,0,4418,1774,1428,0,0,237,1,3.5,85,10.76,378,3
2023,144,1328,1719,3,9,0,4118,1845,1539,0,1,180,1,6.14,168,12.71,368,2
2022,211,1686,1556,2,2,0,4592,1740,1383,0,1,214,1,4.69,103,11.82,300,1
2020,154,2186,1625,4,4,1,4361,1694,1397,0,1,181,1,5.78,123,12.02,399,1
2017,179,1851,1540,5,7,1,4556,1872,1355,0,0,148,1,3.85,80,10.94,396,3
2010,111,1094,1360,4,5,0,4547,1812,1421,0,1,266,1,3.52,81,12.32,424,0
2013,106,1142,1134,4,8,0,4616,1861,1477,1,1,322,1,4.47,104,12.88,413,0
2007,158,1109,1365,2,4,0,4650,1841,1619,0,1,284,1,3.74,93,11.51,421,0
2012,180,2046,1156,5,6,1,4397,1954,1467,1,0,240,0,3.5,82,11.92,499,2
2023,142,2832,1522,4,3,1,4555,1869,1446,0,0,182,1,4.33,97,11.8,433,3
2013,89,2481,1602,5,3,1,4571,1722,1519,1,1,203,0,6.03,152,12.6,425,0
2007,86,852,1769,4,3,0,3771,1818,1506,1,1,283,1,5.81,128,13.76,210,1
2018,83,2511,1493,4,7,0,4694,1735,1404,2,0,100,1,5.09,103,13.2,478,0
2024,69,2268,1631,2,3,0,4545,1744,1634,0,0,198,0,5.19,107,13.35,356,0
2022,144,1027,1326,4,7,1,4669,1667,1448,0,1,264,1,3.5,75,12.11,389,3
2010,185,1648,1280,4,4,0,4114,1757,1469,2,1,152,1,5.49,103,12.4,258,3
2014,139,2348,1518,5,6,0,4405,1824,1494,1,1,245,1,5.68,115,12.52,567,2
2015,60,2075,1303,5,8,1,4173,1775,1478,0,1,243,1,4.43,78,12.7,180,1
2009,132,1145,1467,4,8,0,4723,1692,1572,1,1,133,1,5.22,120,11.77,519,1
2010,133,2105,1135,4,2,1,4078,1658,1403,1,1,225,1,5.38,118,12.54,408,1
2009,224,800,1180,2,8,0,4221,1949,1513,0,0,183,1,3.5,75,10.22,205,3
2024,82,1689,1559,4,9,0,4660,1806,1463,1,0,245,1,4.36,87,12.74,567,2
2019,124,2369,1622,5,7,0,4311,1714,1529,1,1,260,1,5.51,151,13.49,423,3
2021,208,1809,1154,5,3,0,4221,1817,1433,0,1,244,1,4.55,109,12.14,180,3
2021,158,1551,1568,5,7,1,4772,1955,1422,0,0,224,1,3.87,86,12.19,349,3
2024,163,2245,1267,3,7,0,4784,1830,1509,0,0,237,1,4.83,97,11.3,435,3
2007,145,2287,1404,4,7,0,4717,1600,1479,0,1,149,1,5.64,129,12.16,537,2
2022,153,2455,1754,4,5,0,4755,1992,1384,0,1,218,1,6.31,139,12.5,350,3
2006,171,2237,1602,5,6,1,4431,1632,1558,1,0,172,0,5.4,101,11.74,180,3
2014,108,2341,1599,4,7,1,4439,1764,1509,0,1,282,1,5.99,117,12.79,511,2
2016,175,2166,1877,5,5,1,4306,1689,1444,2,0,261,1,4.99,98,13.0,420,3
2012,85,1933,1224,3,8,0,4550,1721,1413,1,0,261,1,4.38,77,12.18,180,2
2007,153,1845,1154,4,7,0,4342,1803,1479,1,0,323,1,3.5,75,12.09,408,3
2008,147,1681,1219,5,4,0,4370,1614,1503,0,0,200,1,4.53,97,11.4,417,0
2021,115,1194,1336,4,6,0,4680,1773,1322,0,0,187,1,3.67,75,11.87,353,2
2011,139,1322,850,4,8,0,4855,1872,1480,1,1,199,1,3.65,77,11.9,314,0
2011,115,1659,1348,4,5,0,4619,1713,1502,0,1,124,1,4.62,79,12.43,327,2
2023,97,1921,1264,5,7,0,5038,1669,1262,0,0,129,0,3.92,96,12.09,358,2
2007,126,2520,1596,3,3,1,4288,1769,1466,0,1,257,1,5.35,144,12.8,408,0
2023,96,1779,1488,5,5,0,3949,1753,1506,0,1,136,1,6.18,155,13.8,440,0
2023,153,2302,1250,4,7,1,4714,1732,1496,1,0,156,1,3.5,84,11.65,191,3
2016,94,2340,1547,4,9,1,4268,1685,1514,0,0,214,1,4.45,101,13.52,398,1
2008,168,1684,1581,4,7,0,4418,1822,1424,0,0,195,1,5.47,125,11.81,422,1
2008,93,2097,1208,4,7,0,3969,1828,1367,0,1,273,1,4.22,94,13.05,384,0
2010,117,1678,1277,5,4,1,4230,1695,1306,0,0,224,1,4.05,75,12.09,336,0
2016,115,2461,850,5,7,0,4049,1706,1537,0,1,172,1,3.74,90,11.95,499,1
2008,193,2118,1127,5,4,0,4370,1791,1506,2,1,278,0,4.71,113,11.62,499,1
2014,153,1205,1214,5,2,0,4382,1703,1543,2,1,264,1,3.77,78,11.13,345,3
2007,132,1881,1419,4,3,1,4527,1794,1392,2,0,135,1,4.3,96,12.1,373,1
2015,160,2624,1164,4,6,1,4872,1897,1514,0,0,235,1,3.5,75,11.78,459,0
2005,60,1709,1272,5,9,1,4703,1775,1330,0,0,177,0,3.97,76,13.29,498,0
2019,138,2024,1094,2,5,0,4013,1683,1380,0,1,176,0,3.5,85,12.38,295,2
2006,220,2073,1443,5,8,0,4682,1811,1460,1,1,332,1,4.93,115,11.41,290,3
2008,145,1282,1506,4,8,1,4534,1766,1503,1,1,227,1,4.4,89,13.3,406,3
2008,143,2055,1501,4,6,1,4471,1768,1584,1,1,207,1,5.72,114,11.99,280,0
2021,162,1103,1403,4,8,0,4493,1818,1431,0,0,225,1,5.81,131,10.77,205,3
2006,176,1487,1015,4,5,1,4561,1835,1381,0,0,272,1,3.5,75,10.55,307,0
2013,60,2338,1245,2,5,1,4292,1783,1377,2,0,178,0,3.5,75,13.29,413,0
2016,73,1978,1298,4,7,0,4445,1775,1395,0,0,188,1,5.06,92,11.87,518,1
2015,148,1648,1299,4,7,0,4855,1945,1628,1,0,259,1,5.84,129,10.74,327,3
2018,111,2023,1419,4,6,0,4289,1876,1511,1,0,129,1,6.22,157,11.27,366,3
2021,192,1770,1756,4,5,1,4191,1847,1539,0,1,279,1,4.03,90,12.75,389,3
2012,127,1806,1603,4,9,0,4481,1790,1431,2,0,124,0,5.39,110,11.61,321,1
2021,63,2128,1153,4,2,0,4161,1700,1450,2,0,205,0,4.89,97,12.68,307,1
2011,89,1436,1570,5,2,0,3983,1870,1506,1,0,124,1,5.8,114,12.68,401,0
2024,60,1820,1560,3,5,1,4397,1792,1410,0,0,157,0,4.7,125,12.74,270,0
2015,131,1644,1198,4,2,1,4935,1734,1427,0,0,298,1,3.5,75,11.02,319,1
2019,132,1007,1612,3,4,1,4488,1761,1396,1,0,283,1,4.19,90,12.56,361,3
2022,123,1340,1360,4,6,0,4554,1703,1414,0,0,289,1,4.75,75,11.59,409,2
2020,183,2584,1048,4,5,0,3861,1865,1454,0,1,133,1,3.63,75,11.0,232,3
2022,188,1992,1514,4,3,0,4631,1835,1384,0,0,157,0,6.19,135,11.81,371,1
2015,133,1138,1454,4,4,0,4528,1795,1473,0,0,240,1,5.09,104,12.48,265,1
2005,60,1030,1343,4,6,0,4301,1777,1473,1,0,263,1,3.57,80,13.33,315,0
2014,165,1744,1391,3,9,1,4554,1726,1436,0,0,172,1,4.69,100,11.7,451,3
2008,162,2581,1220,4,8,0,4551,1610,1384,0,1,185,1,5.9,140,10.97,372,1
2022,152,1707,1553,4,6,0,4182,1667,1458,0,0,152,1,5.64,92,12.36,523,3
2009,179,2453,1389,4,3,0,4600,1721,1410,0,1,319,1,6.86,128,12.12,375,3
2009,93,1976,1442,4,3,1,4859,1709,1454,0,1,192,1,4.47,92,12.76,474,0
2009,220,2036,1489,5,5,0,4432,1803,1538,0,1,222,0,5.75,115,11.27,451,3
2017,102,1132,1111,4,3,0,4240,1845,1350,0,0,225,1,3.5,75,13.28,373,2
2016,170,2269,1176,4,7,0,4447,1770,1624,0,0,286,0,5.46,122,10.34,262,2
2023,73,1633,850,4,4,0,4756,1893,1444,1,0,163,0,3.56,75,11.92,377,0
2013,103,2232,1541,2,8,0,4132,1717,1483,0,1,290,0,6.8,154,13.57,324,0
2010,201,1393,1097,4,4,0,4674,1769,1390,0,0,143,1,3.5,83,10.38,331,3
2005,130,1889,1433,5,5,1,4297,1776,1541,0,1,290,0,5.26,111,12.3,391,0
2005,174,1976,1493,5,7,0,4573,1867,1440,1,0,117,1,6.37,154,11.46,252,3
