anio,potencia_hp,cilindrada_cm3,peso_kg,puertas,airbags,tipo_combustible,largo_mm,ancho_mm,alto_mm,traccion,transmision_automatica,torque_nm,seguridad_esp_abs,consumo_litros_100km,emisiones_co2_g_km,cero_a_cien_seg,capacidad_baul_litros,rango_precio
2023,171,1588,1910,5,7,0,4307,1829,1404,0,1,308,1,5.53,131,13.15,562,2
2022,115,1438,1246,2,9,0,4846,1857,1438,1,1,241,1,4.02,93,12.49,413,2
2012,153,2423,1517,4,7,0,4719,1733,1508,0,0,255,0,5.43,94,12.4,205,1
2013,136,2511,1582,2,6,1,4139,1803,1467,2,0,291,1,5.49,129,13.12,180,3
2019,253,1969,1162,4,5,0,4527,1837,1524,2,1,178,1,4.0,84,10.34,227,3
2023,112,930,1447,4,9,1,4468,1692,1391,0,1,243,1,3.5,75,12.79,339,1
2006,195,1500,1441,4,2,1,4018,1764,1377,0,1,195,1,4.05,79,11.01,443,1
2006,138,2106,1283,2,8,1,4195,1762,1334,0,1,164,1,4.38,83,11.88,411,0
2009,135,1809,1542,5,2,0,3873,1758,1304,0,1,248,1,4.54,106,12.7,317,0
2013,169,2577,1657,4,9,0,4232,1726,1411,0,0,283,1,6.99,161,12.4,448,2
2008,176,1117,1683,4,3,1,3685,1682,1452,0,1,326,0,4.85,104,12.07,233,1
2015,191,2139,1352,4,7,0,4255,1815,1431,0,1,264,1,5.13,106,10.97,341,2
2015,153,1486,1447,5,2,1,4212,1800,1447,0,1,285,1,3.5,84,11.83,474,2
2024,116,2462,1988,4,2,0,4255,1871,1610,0,0,209,1,7.35,168,12.59,626,1
2019,118,1762,1124,5,8,0,4247,1776,1360,2,0,134,1,3.8,88,11.26,311,2
2010,160,2315,1455,3,9,0,4856,1728,1425,2,0,183,1,6.41,142,11.79,291,3
2020,163,1476,1622,4,3,1,4393,1667,1408,0,0,243,1,3.95,85,12.33,395,2
2021,196,1095,1438,3,3,0,4574,1788,1374,0,1,186,0,3.92,96,12.22,403,3
2018,157,1245,1564,4,3,1,4732,1757,1555,0,0,329,1,4.31,99,12.16,455,2
2018,182,1497,1443,5,3,0,4777,1939,1445,1,0,289,1,3.5,85,11.24,439,3
2011,201,1288,1588,5,2,0,4709,1960,1548,2,1,209,1,4.76,106,11.95,535,3
2019,147,2400,1721,4,4,0,4330,1904,1357,1,0,319,1,6.14,137,12.38,551,2
2007,81,2469,1345,4,4,0,4163,1710,1598,0,1,257,1,4.4,87,13.24,437,0
2017,93,1937,1449,4,3,1,4261,1672,1629,0,0,314,1,3.74,77,13.06,289,1
2023,82,1283,1386,5,4,1,4355,1762,1378,0,1,210,1,3.5,75,12.22,355,1
2024,204,1741,1299,4,3,1,4501,1711,1447,0,1,265,1,3.51,75,11.14,398,3
2010,106,1457,1395,3,3,0,4474,1892,1437,0,0,207,1,5.38,119,13.2,363,0
2011,189,2527,1117,5,7,1,4837,1790,1492,0,0,221,1,4.44,94,11.3,499,2
2017,163,1958,1586,4,7,0,4468,1749,1344,0,1,286,1,4.78,99,12.23,442,3
2012,209,2045,1826,4,9,0,5051,1780,1485,0,1,330,1,6.78,126,11.0,420,3
2019,180,1600,1826,5,4,0,4816,1879,1506,1,0,227,1,5.93,128,12.62,394,3
2009,136,800,1719,5,4,0,4352,1707,1400,0,1,237,1,4.97,110,13.06,465,0
2008,132,1414,1159,2,5,0,4764,1819,1267,0,0,170,1,3.5,79,11.52,319,0
2006,143,1242,1780,5,4,0,3617,1677,1394,0,1,208,1,6.55,133,13.27,255,0
2014,147,1985,1221,4,3,1,4923,1765,1416,0,1,249,1,4.52,83,11.89,351,1
2009,119,1848,1387,3,7,0,4626,1729,1509,2,0,149,1,5.12,94,12.42,293,1
2010,139,1399,1862,5,3,0,4622,1805,1399,0,0,195,0,5.52,121,12.8,337,0
2023,204,1606,1132,4,4,0,3983,1793,1356,2,0,156,1,3.5,75,10.59,180,3
2021,72,2583,1610,4,7,0,5200,1875,1497,2,1,232,1,5.47,127,13.6,391,2
2021,150,1320,1470,5,5,0,4422,1834,1478,0,0,271,1,4.77,91,11.85,319,1
2016,104,1341,1362,3,4,1,4456,1733,1507,1,1,240,1,3.5,82,12.08,448,2
2007,147,1686,1181,5,9,0,4846,1677,1452,0,1,204,0,4.81,104,11.18,476,0
2019,174,1450,1506,4,2,1,4440,1717,1533,1,1,163,1,3.75,77,12.12,435,3
2017,138,1586,1284,2,2,1,4239,1747,1489,2,0,128,1,3.54,75,11.41,233,3
2023,171,2066,1661,4,5,0,4702,1763,1305,0,1,221,1,5.97,140,12.0,402,2
2014,76,2666,1706,2,6,0,4189,1721,1464,0,0,307,0,7.77,184,13.06,401,0
2008,184,910,1055,5,7,0,4728,1865,1510,1,1,205,1,3.5,75,11.26,288,2
2016,116,1791,1274,4,3,0,4542,1854,1451,1,0,217,1,4.29,90,11.13,427,2
2014,165,1821,1320,4,7,0,4846,1759,1565,0,1,195,1,4.78,109,10.74,314,2
2018,147,1758,1105,5,8,0,4128,1742,1412,0,1,156,0,3.84,89,11.6,236,1
2012,60,1706,1121,5,2,0,4882,1762,1504,0,1,281,1,3.96,89,12.51,428,0
2011,110,1630,1422,5,3,0,4590,1777,1350,0,1,261,1,4.85,98,13.2,336,0
2007,149,2302,1348,4,8,0,5106,1779,1448,0,1,136,0,4.89,112,11.86,585,1
2024,202,1567,987,2,8,0,4300,1654,1405,2,0,149,1,3.5,76,9.78,395,3
2020,151,1736,1265,5,9,1,5070,1747,1368,1,0,297,1,3.5,75,11.65,344,3
2014,150,1800,1530,5,5,0,4716,1634,1344,0,0,170,1,5.76,141,12.2,397,1
2009,83,1854,1098,4,3,0,4742,1783,1466,0,1,218,1,3.93,86,12.41,388,0
2017,197,1715,1169,4,9,0,4277,1833,1483,1,1,161,1,3.5,80,11.18,365,3
2013,212,2300,1797,4,6,1,4671,1697,1398,2,1,239,1,6.06,144,12.99,301,3
2017,141,1796,1729,4,4,1,4706,1793,1350,0,0,175,1,5.24,120,12.44,313,0
2006,131,1887,995,5,6,0,4245,1733,1378,1,0,186,1,3.98,78,11.39,515,1
2008,75,1774,1062,4,5,0,4145,1726,1509,0,0,157,1,3.5,75,12.02,302,0
2019,175,1298,1494,5,3,1,4263,1934,1352,1,1,329,1,3.5,75,11.26,526,3
2006,248,1385,1102,4,2,0,4949,1850,1540,1,0,369,0,4.02,97,9.55,320,3
2018,169,1275,1337,2,9,0,4548,1818,1315,0,0,233,1,5.09,110,11.09,455,2
2013,191,1896,1287,2,4,1,4787,1746,1471,1,0,259,1,3.93,78,10.96,387,3
2005,162,1443,1540,3,9,1,4589,1813,1502,0,1,253,1,4.5,93,11.7,510,0
2020,101,1269,850,4,5,0,4536,1765,1546,2,0,221,1,3.5,75,11.86,394,2
2018,193,1919,850,4,5,0,4568,1816,1414,0,1,215,1,3.5,81,10.4,388,3
2021,91,2063,1093,5,9,1,4374,1710,1388,0,0,200,1,3.7,75,11.51,331,1
2022,132,920,1653,5,6,0,4875,1775,1335,1,1,266,0,4.15,99,12.48,410,2
2019,151,2645,1361,5,6,0,4553,1750,1521,0,0,150,1,5.42,122,11.73,439,1
2021,175,1816,973,4,2,1,4569,1670,1438,0,1,173,0,3.5,75,10.64,463,2
2007,157,1747,1523,4,8,0,4075,1913,1412,0,0,261,1,4.76,110,11.53,358,1
2023,155,2333,1577,4,4,0,4595,1844,1415,1,0,140,1,5.24,113,11.6,381,3
2023,110,1835,1339,4,8,1,4293,1719,1469,1,0,313,0,3.5,75,12.15,364,2
2018,88,1498,1317,5,8,0,4346,1665,1451,1,1,205,1,3.95,96,13.33,191,0
2021,142,2897,1509,5,2,0,4818,1724,1543,1,0,231,1,6.79,172,11.0,408,2
2019,112,1263,1702,3,7,0,4165,1715,1277,0,1,297,0,5.19,120,12.95,263,0
2022,88,1751,1438,5,4,0,4439,1733,1516,0,0,218,1,4.37,108,12.63,383,0
2022,89,2224,1533,2,6,0,4693,1662,1406,0,0,228,0,5.61,106,12.46,332,1
2015,120,1265,1388,4,8,0,4853,1715,1443,1,1,187,1,3.94,88,13.27,342,2
2021,66,1749,1305,5,8,0,4341,1785,1424,0,1,250,1,4.83,106,12.93,371,0
2023,86,1993,1171,4,8,0,4598,1813,1442,0,1,260,1,4.45,94,11.67,270,1
2010,75,3001,1464,5,3,1,4588,1625,1509,2,0,170,0,5.36,118,12.92,383,0
2005,147,1354,1325,5,6,1,4154,1780,1467,0,0,258,1,3.6,88,11.2,517,0
2008,156,1776,1339,4,5,1,3844,1703,1334,0,0,276,0,4.03,88,11.91,510,1
2005,220,2129,1632,5,5,0,3909,1699,1444,2,1,248,1,5.62,136,11.67,532,3
2013,80,1841,1522,4,6,0,4684,1755,1441,0,1,177,1,4.7,117,13.6,491,0
2005,113,1199,1618,2,5,0,4531,1726,1479,1,0,274,1,5.08,125,12.28,423,0
2010,177,2004,1006,3,8,0,4089,1835,1452,0,0,299,1,3.53,78,10.83,551,2
2010,131,1854,1540,3,2,1,4304,1835,1443,1,0,192,0,4.61,91,12.95,378,1
2019,127,2023,1253,4,9,0,4377,1756,1531,1,0,115,1,4.87,119,11.67,465,2
2009,208,2366,1198,4,3,1,4390,1730,1362,1,1,180,1,4.03,91,10.53,433,3
2023,126,2307,1187,5,5,0,4491,1921,1624,0,1,222,1,4.71,100,11.76,404,2
2008,94,2004,1703,4,4,0,5177,1927,1404,1,0,295,1,6.98,177,13.15,323,0
2024,87,1955,1607,5,4,1,4260,1811,1366,1,1,289,1,4.29,83,13.06,407,2
2016,153,1251,1221,4,3,1,4544,1768,1512,1,0,260,0,3.58,75,11.57,555,1
2009,152,1733,1116,4,6,0,4264,1859,1535,0,1,184,1,3.65,80,11.9,413,2
2005,85,1910,1403,4,3,1,4307,1894,1549,2,1,264,1,3.86,75,12.49,355,1
2011,101,1599,1285,4,6,0,4230,1739,1566,1,0,220,0,4.46,97,11.52,400,1
2016,161,1849,1815,5,8,0,4429,1922,1488,0,0,162,1,5.98,131,12.12,353,1
2007,163,1387,1035,4,2,0,4330,1768,1455,1,1,118,1,3.5,75,10.5,376,2
2008,114,2567,943,4,8,1,4607,1866,1480,1,1,278,1,4.24,90,11.24,315,2
2007,165,2876,1336,5,9,0,4565,1740,1449,0,1,127,1,6.34,124,11.62,454,2
2018,163,1605,1403,5,7,1,4226,1786,1406,2,0,293,0,3.5,75,10.94,348,3
2006,69,2000,1433,3,8,0,5088,1744,1578,2,0,350,1,5.27,125,12.83,383,0
2005,128,1683,1588,4,6,0,4141,1782,1595,1,0,223,1,5.51,132,12.39,373,1
2014,157,2431,1918,4,4,0,4609,1860,1450,0,0,172,1,6.41,152,12.08,243,2
2011,117,2017,1314,2,9,0,5165,1710,1431,0,0,184,1,5.04,107,11.82,528,1
2016,60,1839,1264,4,6,0,4281,1757,1410,2,0,181,1,3.74,86,11.91,535,0
2023,129,1688,960,5,3,1,4906,1823,1315,0,1,243,1,3.5,75,11.62,333,1
2022,170,1863,1461,5,7,1,4935,1743,1396,0,0,278,1,4.74,110,11.52,624,3
2015,203,1300,1613,3,6,0,4604,1941,1409,1,1,177,1,4.63,91,11.98,395,3
2017,60,2138,1335,4,8,1,3933,1665,1448,0,0,201,0,3.71,80,13.26,333,0
2021,245,1443,1695,4,5,0,4935,1980,1370,2,0,183,1,5.04,107,11.46,422,3
2013,95,2067,1408,4,3,0,4528,1728,1298,1,1,287,1,4.8,113,12.67,423,1
2018,178,1865,1779,3,9,0,4332,1857,1502,2,0,277,1,6.96,155,12.28,334,3
2009,189,2347,1483,5,9,0,4891,1908,1588,0,0,172,1,6.0,111,11.25,433,2
2017,179,1792,1136,3,4,0,4278,1822,1280,2,1,203,0,4.35,93,11.1,263,3
2009,146,2312,1241,4,3,0,4826,1669,1439,0,1,230,1,5.45,110,12.42,458,1
2008,94,1339,1017,5,3,1,4332,1754,1519,0,0,117,1,3.64,80,11.41,324,0
2020,165,2105,966,5,3,1,4664,1786,1357,1,1,189,1,3.5,79,10.9,253,3
2016,111,1688,1467,4,8,1,4170,1825,1335,2,0,229,0,4.44,83,12.43,373,2
2012,60,1897,1617,5,6,0,4378,1858,1453,2,1,140,1,5.72,131,13.64,267,1
2005,253,1836,1889,4,8,1,4219,1869,1431,0,1,233,1,5.84,111,12.02,463,3
2009,168,2268,1386,4,2,1,4282,1897,1399,0,1,223,1,5.18,104,11.28,519,2
2021,213,800,1341,4,7,0,4557,1705,1582,1,1,188,1,3.75,84,10.91,282,3
2014,104,1962,1123,4,4,1,4447,1859,1570,0,1,280,0,3.5,81,11.95,338,1
2024,199,1053,1647,4,8,0,4557,1642,1503,1,1,166,0,4.65,107,12.0,276,3
2023,204,2403,1497,5,6,0,4893,1792,1445,0,0,245,1,5.37,126,11.53,283,3
2022,202,814,1251,4,3,0,4465,1696,1424,2,0,206,1,3.7,78,10.97,299,3
2005,139,1298,1572,4,8,0,3930,1639,1521,0,1,284,1,4.09,89,12.49,361,0
2006,92,963,1540,4,6,0,4411,1853,1432,0,0,175,1,4.97,116,12.35,250,0
2016,133,2620,933,4,8,0,4524,1778,1570,0,1,255,1,4.26,95,10.8,454,2
2011,60,1156,1586,2,6,1,4812,1859,1551,0,0,256,1,4.36,93,12.71,592,0
2021,72,1857,1434,4,9,0,4816,1655,1403,0,0,286,1,4.97,114,13.06,296,0
2011,144,1532,1302,4,9,1,4791,1684,1512,1,1,313,1,3.5,84,12.48,389,2
2008,100,900,1296,5,8,0,4430,1772,1577,0,1,133,1,4.14,103,12.04,332,0
2007,133,1631,1837,4,5,0,4697,1727,1504,0,0,216,1,6.17,154,12.26,180,0
2011,136,2131,1784,5,9,0,4058,1786,1376,1,1,158,1,6.02,138,12.77,194,2
2017,217,1708,1856,4,3,0,4896,1731,1430,0,0,277,1,6.48,133,11.92,549,3
2007,192,2271,1113,4,9,1,4634,1753,1425,2,0,299,1,3.83,75,10.43,378,3
2020,138,1619,1236,4,4,0,4655,1689,1462,0,1,203,1,4.79,107,11.7,529,2
2011,188,1803,1626,5,4,0,4384,1882,1455,1,1,234,1,6.13,124,12.24,388,3
2011,109,1608,1098,5,6,1,4517,1755,1424,0,0,296,1,3.5,75,11.76,461,0
2018,127,1972,1220,5,3,0,4295,1686,1521,1,1,232,1,4.73,102,11.71,478,2
2022,176,2749,949,4,9,0,4673,1834,1561,0,0,213,1,4.19,111,10.0,342,3
2013,90,1981,1863,5,5,1,4093,1818,1408,0,1,126,0,5.62,118,13.56,501,0
2020,129,1897,1666,4,7,1,4797,1797,1335,1,0,179,1,4.67,99,12.93,508,2
2011,87,1491,1515,5,9,0,4666,1798,1483,0,1,278,1,5.46,120,12.3,363,0
2007,145,1422,1455,2,7,1,5120,1749,1454,1,1,136,1,3.63,77,12.75,402,1
2021,205,2532,1296,5,3,0,4488,1770,1487,0,0,237,1,5.25,102,10.93,279,3
2020,110,1244,1301,4,5,1,4471,1604,1399,2,0,233,0,3.5,75,12.6,526,2
2020,149,1343,1554,5,7,1,4559,1657,1477,1,1,220,0,4.01,90,12.04,299,2
2022,104,1751,1222,4,5,1,4511,1682,1381,0,1,266,1,3.5,75,11.86,388,1
2014,94,1587,1707,2,8,0,4467,1803,1541,1,0,177,0,4.91,112,12.48,334,0
2008,91,2778,1277,4,9,1,4162,1877,1588,0,0,301,1,4.8,101,12.28,341,0
2016,198,800,1182,4,5,0,4161,1767,1380,0,0,195,0,3.5,82,10.77,461,2
2016,234,1981,1725,4,5,1,4326,1759,1246,0,0,279,0,5.67,107,11.29,395,3
2012,159,2156,1364,3,7,0,4411,1870,1415,0,0,187,0,4.6,84,11.58,487,2
2017,111,1240,1539,4,3,1,4136,1751,1412,2,0,236,1,4.58,92,12.65,376,2
2010,168,1478,1296,4,6,1,4144,1832,1470,0,0,201,1,3.92,82,10.99,480,1
2017,127,2016,850,4,8,0,4413,1814,1456,0,1,318,1,3.5,82,11.52,286,1
2020,172,2615,1537,2,3,0,4727,1675,1494,0,0,160,1,6.19,128,11.11,321,2
2006,152,1340,1063,3,3,0,4441,1805,1672,1,1,184,1,3.7,83,11.09,180,2
2014,151,1010,1671,4,5,1,4708,1796,1410,2,1,305,1,5.21,109,12.64,497,3
2018,164,2286,1012,4,5,0,4798,1689,1425,0,0,267,1,4.28,101,10.68,481,2
2006,117,2562,934,5,6,1,4735,1698,1490,0,1,218,1,3.5,75,11.51,266,1
2017,124,1632,1477,4,6,0,4371,1679,1307,1,0,205,1,4.99,117,11.57,291,1
2023,71,800,1506,4,8,0,4376,1889,1518,0,0,146,1,3.71,88,12.76,373,0
2021,122,2526,1427,5,8,1,3929,1948,1406,1,1,205,1,4.59,94,12.34,278,2
2018,83,1701,1097,4,7,0,4291,1836,1340,1,1,241,1,3.5,76,11.61,497,1
2021,134,2362,1622,2,2,0,4643,1905,1388,0,0,290,1,5.59,119,12.58,546,2
2012,102,1778,1034,4,8,0,4167,1673,1496,0,1,274,1,4.19,87,11.33,399,0
2011,144,1612,1284,4,7,1,4915,1892,1523,0,0,304,0,3.56,75,11.23,421,0
2006,158,1574,1203,4,6,0,4939,1937,1556,2,1,243,1,4.63,93,10.97,373,2
2019,83,2537,1306,5,3,0,4387,1909,1491,0,1,179,1,4.99,117,12.66,262,1
2011,107,2517,1613,4,2,0,4782,1705,1398,1,1,200,0,6.23,143,12.6,247,0
2022,102,800,1241,3,7,0,4066,1866,1501,2,0,309,1,3.5,77,12.21,308,3
2014,170,1332,1541,4,3,0,4179,1771,1450,0,0,227,1,5.42,121,12.09,365,1
2022,208,2689,1574,3,6,0,4386,1866,1643,0,0,302,1,6.81,151,11.23,490,3
2007,174,1616,972,4,9,0,4503,1729,1292,1,0,129,0,3.53,88,10.79,316,2
2008,126,1120,1108,4,6,0,4443,1781,1585,0,0,192,1,3.9,93,12.12,419,0
2011,199,1802,1304,4,8,0,4236,1735,1518,0,0,174,1,3.93,84,10.28,554,2
2005,79,1746,1252,4,5,1,5102,1818,1489,0,0,236,1,3.5,78,11.6,566,0
2014,200,1751,1477,3,2,0,4589,1772,1449,1,1,175,1,5.38,102,12.22,477,3
2018,114,1560,917,4,6,0,4588,1869,1412,1,1,144,1,3.5,75,11.09,471,2
2018,60,1645,1580,3,7,1,4709,1846,1380,1,0,216,1,5.67,111,14.29,180,0
2009,246,1572,1586,4,9,0,4554,1813,1332,0,0,100,1,5.81,132,11.28,341,3
2008,203,1967,1358,5,6,1,4429,1777,1620,1,1,186,1,5.11,102,10.35,408,3
2016,99,1394,1054,5,4,0,4329,1756,1532,0,0,245,0,3.5,75,11.99,381,0
2017,147,1655,1401,5,3,0,3998,1781,1511,0,0,154,1,3.94,81,11.71,444,2
2023,131,1728,1266,4,5,0,4958,1840,1486,0,1,217,1,3.66,75,11.98,486,2
2022,144,2453,1542,3,5,1,4218,1791,1304,0,0,169,1,4.45,82,12.42,425,2
2012,81,1987,1379,4,3,0,3990,1803,1435,0,0,200,0,5.44,110,12.28,278,0
2008,113,1745,1582,5,3,1,4253,1777,1467,0,1,234,1,4.2,91,12.66,335,0
2010,159,2068,1292,3,5,0,4009,1774,1550,2,1,248,1,4.5,102,11.71,289,3
2022,149,2003,1761,4,7,1,5111,1727,1377,0,0,246,0,5.86,131,11.79,493,1
2014,188,2344,850,4,2,0,4612,1631,1480,2,0,177,1,3.5,89,10.06,419,3
2024,143,2053,1146,5,7,1,4932,1826,1439,1,1,309,0,3.5,79,11.66,508,3
2018,234,2697,1523,4,9,0,4945,1825,1460,0,1,240,0,6.66,123,11.23,407,3
2016,111,2472,1022,4,6,1,4674,1703,1396,0,1,183,0,4.75,94,11.75,289,0
2007,150,1779,1584,4,4,0,4675,1933,1487,1,1,298,0,4.77,119,12.35,376,1
2016,63,1593,1096,4,4,0,4279,1687,1465,0,0,198,1,3.5,78,11.4,287,0
2012,90,2241,1423,5,9,0,4474,1860,1309,1,1,335,1,5.06,115,12.4,250,1
2021,193,2058,1171,4,2,0,4315,1800,1555,0,0,270,1,4.3,97,9.99,232,3
2007,102,1753,1290,5,3,0,4513,1805,1634,1,1,215,1,4.65,90,12.47,469,0
2008,161,1062,1444,4,4,1,4286,1871,1388,0,1,193,1,3.5,76,12.32,349,1
2018,138,884,1374,2,7,0,4888,1854,1550,2,0,172,1,3.5,76,11.89,293,3
2018,98,1974,1305,4,9,0,4734,1782,1380,1,1,175,1,5.03,101,11.62,329,2
2021,126,2185,1938,4,6,0,4467,1696,1416,1,1,205,1,6.37,145,13.2,376,3
2015,119,2202,1402,4,4,0,3988,1683,1599,0,0,300,1,4.89,124,12.43,355,1
2012,121,1156,1158,4,7,1,4710,1795,1475,2,1,232,1,3.5,75,12.04,357,3
2011,170,2319,1632,4,3,1,4771,1906,1580,0,1,216,1,6.07,113,12.52,336,2
2012,166,1533,1605,4,8,0,4479,1850,1482,0,1,246,1,5.34,117,12.54,451,1
2018,117,1994,1706,2,7,0,4114,1778,1540,0,0,203,1,7.12,145,12.33,338,0
2015,104,2008,1847,3,2,0,4632,1807,1446,2,0,148,1,6.2,107,13.29,546,2
2010,151,1399,1165,4,6,1,4822,1835,1574,0,1,134,0,3.5,75,11.64,308,0
2009,136,1504,1665,4,7,1,3913,1917,1602,0,1,304,1,3.63,79,12.29,180,1
2019,181,800,1685,5,5,0,4673,1720,1514,0,0,205,1,4.22,85,11.71,303,1
2009,246,1342,1400,5,2,0,3944,1838,1414,1,1,315,1,4.52,99,10.8,419,3
2009,174,899,1461,4,8,1,4524,1803,1430,1,0,333,1,3.5,75,12.35,409,2
2011,139,2019,850,5,4,1,5035,1720,1384,0,0,238,1,3.5,75,11.2,451,1
2022,133,1831,1257,4,2,0,4528,1699,1508,0,0,267,1,3.93,84,11.68,451,2
2014,106,2257,1847,2,8,1,4647,1882,1501,0,0,200,1,5.36,109,13.2,545,0
2016,104,1978,953,4,8,1,4402,1807,1404,0,1,214,1,3.5,75,11.03,331,1
2006,100,1483,1266,5,6,1,4498,1764,1533,0,1,226,0,3.6,75,12.35,485,0
2011,124,1973,1472,4,6,0,5200,1788,1414,0,0,221,1,5.51,127,12.61,414,0
2020,123,1605,1544,5,9,0,4908,1859,1606,0,0,310,0,4.36,92,12.21,374,1
2020,170,2105,1808,5,9,0,4404,1788,1526,1,0,216,0,6.09,124,12.54,526,3
2016,124,1958,959,5,8,0,4383,1908,1587,1,0,274,1,3.5,80,11.73,517,2
2022,132,1306,1411,2,2,1,4506,1760,1403,1,0,229,1,3.8,75,11.87,241,1
2010,91,1801,1615,5,5,0,5171,1718,1381,0,0,259,0,6.48,170,12.29,482,0
2008,206,1828,1072,4,6,1,4564,1771,1314,0,0,330,0,3.5,75,10.39,460,2
2006,160,1646,1390,4,4,0,4840,1705,1512,0,0,131,1,5.11,132,11.56,278,0
2008,212,2247,1871,4,7,1,4389,1753,1371,0,1,290,1,5.95,127,13.27,313,3
2020,172,2657,1729,4,3,0,4111,1878,1568,1,1,185,0,6.76,153,12.36,357,3
2023,200,1616,1535,4,4,1,4905,1917,1472,0,0,234,1,3.89,88,11.38,376,3
2007,130,1625,850,5,2,0,4477,1831,1522,0,1,202,1,3.5,80,11.55,477,1
2015,169,800,1367,4,3,0,4260,1796,1358,0,1,194,1,4.34,94,11.42,486,1
2007,248,1736,1497,5,7,0,4288,1708,1413,0,0,142,1,6.41,137,10.64,258,2
2021,91,1582,1323,4,5,0,4295,1700,1476,1,1,100,0,4.5,91,12.5,180,1
2007,187,800,1384,4,8,0,4314,1810,1520,1,0,348,0,4.01,81,11.21,304,2
2017,208,1944,2171,4,3,1,4029,1794,1358,0,0,273,1,6.65,150,12.75,407,3
2006,157,2096,1346,2,2,1,4867,1734,1488,1,0,208,1,5.26,86,11.63,421,2
2019,171,1433,1158,4,3,1,4617,1745,1395,1,0,112,1,3.5,84,10.09,510,3
2023,191,1614,1461,4,5,0,4798,1905,1526,1,0,262,1,4.95,118,11.83,510,3
2019,113,1317,1321,4,7,1,4395,1859,1443,0,0,315,1,3.5,75,11.86,490,1
2010,157,2181,1323,3,8,1,4606,1785,1437,0,1,248,1,3.5,84,12.04,287,2
2021,104,1041,1378,4,7,1,4551,1799,1496,1,1,120,0,3.5,85,12.55,512,1
2011,112,1643,1594,4,7,0,4859,1882,1554,2,1,191,1,5.65,137,13.09,312,1
2020,115,2776,1459,5,3,0,4749,1809,1442,1,0,238,1,6.0,104,12.82,542,1
2021,134,1826,1100,5,5,0,4610,1799,1559,1,0,218,0,3.71,75,11.27,479,2
2014,146,2034,1367,5,8,0,4302,1655,1382,0,0,288,1,4.36,101,11.56,432,1
2017,159,1727,1519,5,9,0,4133,1646,1484,0,0,164,1,5.17,102,12.04,447,1
2022,82,1213,1283,5,3,0,4256,1628,1372,2,0,184,1,3.76,86,12.3,434,2
2008,221,1784,1687,4,5,1,4306,1600,1478,0,0,100,0,5.35,108,12.19,368,2
2005,187,2003,1594,4,2,0,4335,1779,1388,0,0,289,1,6.81,155,11.62,261,1
2013,170,1289,1152,2,4,0,4122,1807,1464,1,0,260,0,3.65,78,10.79,460,2
2008,125,1971,1480,4,8,0,5007,1711,1511,0,0,196,1,6.0,132,13.01,449,0
2022,136,2422,1896,4,5,1,4582,1816,1384,1,0,115,1,6.17,109,12.65,443,2
2022,162,2335,1790,4,9,1,3885,1816,1321,0,1,273,1,6.9,143,12.96,349,3
2012,157,1009,1386,5,4,0,4167,1774,1447,0,0,137,0,4.34,88,11.42,468,0
2011,71,1312,1624,2,7,0,4091,1663,1503,0,0,145,1,6.46,155,13.42,322,0
2019,170,993,1232,5,5,1,4573,1896,1480,1,1,106,1,3.5,75,12.07,270,3
2014,260,2336,1038,2,9,0,4825,1890,1389,1,1,136,1,3.7,84,10.52,493,3
2006,64,2105,1539,4,5,0,4199,1734,1528,1,0,165,1,6.06,140,12.92,358,0
2018,181,2152,1462,4,7,0,4689,1935,1438,0,0,156,1,5.21,113,11.75,334,2
2019,155,1361,1529,2,2,0,4416,1784,1522,0,1,286,0,5.32,108,12.69,345,2
2006,135,1217,1394,4,2,1,4851,1718,1390,1,1,263,1,4.11,87,12.24,533,1
2020,196,1838,1481,4,6,1,4916,1748,1496,1,0,225,1,4.58,94,12.12,426,3
2015,91,1850,1272,2,9,0,4595,1632,1555,0,0,187,1,4.11,96,12.85,346,0
2021,147,1373,1518,5,6,0,4719,1752,1408,0,0,218,1,4.57,92,12.73,298,1
2022,200,1871,1608,4,5,1,4499,1653,1438,1,0,141,1,4.95,92,11.61,307,3
2018,132,2122,1385,5,7,0,4386,1871,1510,1,1,244,1,4.74,110,12.38,373,2
2011,123,1914,1604,4,8,0,4146,1806,1502,0,1,164,1,5.69,127,12.28,244,1
2012,145,1280,957,4,3,0,4600,1669,1489,0,1,190,1,3.69,89,10.85,355,1
2019,122,800,1203,2,4,0,4479,1826,1451,1,0,241,1,3.5,86,11.96,356,2
2006,204,1671,1761,5,2,0,4383,1643,1336,1,1,168,0,6.19,113,11.82,269,2
2009,103,1882,1840,3,6,0,4477,1793,1460,0,1,137,1,7.04,158,13.49,347,0
2015,176,1670,1463,5,7,0,4444,1819,1358,1,0,282,1,5.13,114,11.17,300,3
2023,89,1586,1374,4,7,0,4184,1786,1467,1,1,117,1,3.58,79,12.44,385,1
2020,168,1454,1083,4,4,0,4339,1690,1274,0,1,143,1,3.5,83,10.7,519,2
2021,136,2158,1491,2,8,0,4848,1772,1575,0,0,150,1,5.31,136,12.26,556,1
2008,60,1774,1595,4,6,1,4429,1766,1612,0,0,177,1,4.99,102,12.96,291,0
2010,140,1862,1030,2,4,1,4925,1785,1496,0,0,212,0,4.3,88,11.22,380,0
2010,96,1314,1540,5,4,0,4149,1899,1393,0,1,100,1,5.5,127,13.2,428,0
2019,122,1490,1523,5,3,1,4088,1916,1436,0,1,190,1,4.06,90,12.48,344,1
